expenditure_on_education_pct_gdp,mortality_rate_infant,gini_index,gdp_per_capita_ppp,inflation_consumer_prices,intentional_homicides,unemployment,gross_fixed_capital_formation,population_density,suicide_mortality_rate,tax_revenue,taxes_on_income_profits_capital,government_health_expenditure_pct_gdp,urban_population_pct_total,time,rating,sex_BOY,sex_GIRL,sex_TOT,country
5.24635744094849,4.9,33.5,30121.81841773372,2.73259596616786,1.53307282263429,5.933,26.0502946054578,2.567035523215704,10.5,24.299969618033938,62.72654565523435,5.62377834,84.343,2003.0,527.0,1.0,0.0,0.0,0
5.24635744094849,4.9,33.5,30121.81841773372,2.73259596616786,1.53307282263429,5.933,26.0502946054578,2.567035523215704,10.5,24.299969618033938,62.72654565523435,5.62377834,84.343,2003.0,522.0,0.0,1.0,0.0,0
5.24635744094849,4.9,33.5,30121.81841773372,2.73259596616786,1.53307282263429,5.933,26.0502946054578,2.567035523215704,10.5,24.299969618033938,62.72654565523435,5.62377834,84.343,2003.0,524.0,0.0,0.0,1.0,0
4.73843002319336,4.7,34.542857142857144,34846.715630241844,3.55528773727026,1.37293979634563,4.785,27.78913248998334,2.662088957734012,10.6,24.51177238554,65.23156216396603,5.71999836,84.7,2006.0,527.0,1.0,0.0,0.0,0
4.73843002319336,4.7,34.542857142857144,34846.715630241844,3.55528773727026,1.37293979634563,4.785,27.78913248998334,2.662088957734012,10.6,24.51177238554,65.23156216396603,5.71999836,84.7,2006.0,513.0,0.0,1.0,0.0,0
4.73843002319336,4.7,34.542857142857144,34846.715630241844,3.55528773727026,1.37293979634563,4.785,27.78913248998334,2.662088957734012,10.6,24.51177238554,65.23156216396603,5.71999836,84.7,2006.0,520.0,0.0,0.0,1.0,0
5.08131980895996,4.2,28.099999999999998,40312.39511869452,1.77111716621254,1.21416975810599,5.565,27.601845825528105,2.823588378480403,11.2,22.02100613504714,64.95107543560312,6.24410963,85.063,2009.0,519.0,1.0,0.0,0.0,0
5.08131980895996,4.2,28.099999999999998,40312.39511869452,1.77111716621254,1.21416975810599,5.565,27.601845825528105,2.823588378480403,11.2,22.02100613504714,64.95107543560312,6.24410963,85.063,2009.0,509.0,0.0,1.0,0.0,0
5.08131980895996,4.2,28.099999999999998,40312.39511869452,1.77111716621254,1.21416975810599,5.565,27.601845825528105,2.823588378480403,11.2,22.02100613504714,64.95107543560312,6.24410963,85.063,2009.0,514.0,0.0,0.0,1.0,0
4.86667013168335,3.6,31.457142857142856,42866.60432950846,1.76278015613196,1.06910609399713,5.225,27.40416776604222,2.959200369680955,11.7,21.09748329615445,65.51730988641718,6.17947626,85.402,2012.0,510.115,1.0,0.0,0.0,0
